routablemask_link,routablemask_link/_text,routablemask_link/_title,routablemask_link_numbers,routablemask_content,imagebadge_value,imagebadge_value_numbers,routable_link,routable_link/_text,routable_link/_title,routable_link_numbers,listingtype_value,pricelarge_value,pricelarge_value_prices,propertyinfo_value,propertyinfo_value_numbers,fineprint_value,fineprint_value_numbers,tozcount_number,tozfresh_value,tablegrouped_values,tablegrouped_values_prices,"_PAGE_NUMBER"
"http://www.zillow.com/homedetails/110-Greenwich-St-APT-8G-New-York-NY-10006/2109634577_zpid/","3 photos","","3","","3 photos","3","http://www.zillow.com/homedetails/110-Greenwich-St-APT-8G-New-York-NY-10006/2109634577_zpid/","110 Greenwich St APT 8G, New York, NY10006","110 Greenwich St APT 8G, New York, NY Real Estate","110; 8","Apartment For Rent","$2,299/mo","2299","Studio • 1 ba","1","","","","","","","10"
"http://www.zillow.com/homedetails/210-Rivington-St-APT-17-New-York-NY-10002/2105643058_zpid/","6 photos","","6","","6 photos","6","http://www.zillow.com/homedetails/210-Rivington-St-APT-17-New-York-NY-10002/2105643058_zpid/","210 Rivington St APT 17, New York, NY10002","210 Rivington St APT 17, New York, NY Real Estate","210; 17","Apartment For Rent","$2,800/mo","2800","2 bds • 1 ba","2; 1","","","","","","","10"
"http://www.zillow.com/homedetails/413-E-9th-St-APT-2B-New-York-NY-10009/2126012017_zpid/","4 photos","","4","","4 photos","4","http://www.zillow.com/homedetails/413-E-9th-St-APT-2B-New-York-NY-10009/2126012017_zpid/","413 E 9th St APT 2B, New York, NY10009","413 E 9th St APT 2B, New York, NY Real Estate","413; 9; 2","Apartment For Rent","$2,175/mo","2175","Studio • 1 ba • Built 1900","1; 1900","","","","","","","10"
"http://www.zillow.com/homedetails/210-Rivington-St-APT-17-New-York-NY-10002/2105643058_zpid/","6 photos","","6","","6 photos","6","http://www.zillow.com/homedetails/210-Rivington-St-APT-17-New-York-NY-10002/2105643058_zpid/","210 Rivington St APT 17, New York, NY10002","210 Rivington St APT 17, New York, NY Real Estate","210; 17","Apartment For Rent","$2,800/mo","2800","2 bds • 1 ba","2; 1","","","","","","","11"
"http://www.zillow.com/homedetails/46-Avenue-B-1-New-York-NY-10009/2100990470_zpid/","4 photos","","4","","4 photos","4","http://www.zillow.com/homedetails/46-Avenue-B-1-New-York-NY-10009/2100990470_zpid/","46 Avenue B # 1, New York, NY10009","46 Avenue B # 1, New York, NY Real Estate","46; 1","Apartment For Rent","$2,300/mo","2300","1 bd • 1 ba • 650 sqft","1; 1; 650","","","","","","","11"
"http://www.zillow.com/homedetails/389-S-End-Ave-STUDIOS-New-York-NY-10280/2100994507_zpid/","7 photos","","7","","7 photos","7","http://www.zillow.com/homedetails/389-S-End-Ave-STUDIOS-New-York-NY-10280/2100994507_zpid/","389 S End Ave # STUDIOS, New York, NY10280","389 S End Ave # STUDIOS, New York, NY Real Estate","389","Apartment For Rent","$2,955/mo","2955","Studio • 1 ba","1","","","","","","","11"
"http://www.zillow.com/homedetails/13-Essex-St-APT-3-New-York-NY-10002/2113779314_zpid/","7 photos","","7","","7 photos","7","http://www.zillow.com/homedetails/13-Essex-St-APT-3-New-York-NY-10002/2113779314_zpid/","13 Essex St APT 3, New York, NY10002","13 Essex St APT 3, New York, NY Real Estate","13; 3","Apartment For Rent","$2,900/mo","2900","2 bds • 1 ba","2; 1","","","","","","","11"
"http://www.zillow.com/b/150-E-3rd-St-New-York-NY/40.72355,-73.98516_ll/","7 photos","","7","","7 photos","7","http://www.zillow.com/b/150-E-3rd-St-New-York-NY/40.72355,-73.98516_ll/","150 E 3rd St","150 E 3rd St APT 3C, New York, NY Real Estate","150; 3","Apartments For Rent","","","150 E 3rd St, New York, NY","150; 3","3 matching units","3","","","1 Bedrooms $2,300+ 1.0 ba -- sqft","2300","11"
"http://www.zillow.com/homedetails/120-Greenwich-St-APT-9J-New-York-NY-10006/2101001753_zpid/","5 photos","","5","","5 photos","5","http://www.zillow.com/homedetails/120-Greenwich-St-APT-9J-New-York-NY-10006/2101001753_zpid/","120 Greenwich St APT 9J, New York, NY10006","120 Greenwich St APT 9J, New York, NY Real Estate","120; 9","Apartment For Rent","$2,788/mo","2788","1 bd • 1 ba • 514 sqft","1; 1; 514","","","","","","","11"
"http://www.zillow.com/homedetails/136-E-Broadway-APT-10B-New-York-NY-10002/121201272_zpid/","3 photos","","3","","3 photos","3","http://www.zillow.com/homedetails/136-E-Broadway-APT-10B-New-York-NY-10002/121201272_zpid/","136 E Broadway APT 10B, New York, NY10002","136 E Broadway APT 10B, New York, NY Real Estate","136; 10","Apartment For Rent","$2,950/mo","2950","1 bd • 1 ba • 530 sqft • 4,695 sqft lot • Built 2008","1; 1; 530; 4695; 2008","","","","","","","11"
"http://www.zillow.com/b/100-Maiden-Ln-New-York-NY/40.70671,-74.00724_ll/","4 photos","","4","","4 photos","4","http://www.zillow.com/b/100-Maiden-Ln-New-York-NY/40.70671,-74.00724_ll/","100 Maiden Ln","100 Maiden Ln APT 309, New York, NY Real Estate","100","Apartments For Rent","","","100 Maiden Ln, New York, NY","100","2 matching units","2","","","Studios $2,725 1.0 ba -- sqft; 1 Bedrooms $2,850 1.0 ba -- sqft","2725; 2850","11"
"http://www.zillow.com/homedetails/189-E-3rd-St-APT-5-New-York-NY-10009/2101038327_zpid/","8 photos","","8","","8 photos","8","http://www.zillow.com/homedetails/189-E-3rd-St-APT-5-New-York-NY-10009/2101038327_zpid/","189 E 3rd St APT 5, New York, NY10009","189 E 3rd St APT 5, New York, NY Real Estate","189; 3; 5","Apartment For Rent","$2,300/mo","2300","1 bd • 1 ba","1; 1","","","","","","","11"
"http://www.zillow.com/b/83-Henry-St-New-York-NY/40.71331,-73.99349_ll/","4 photos","","4","","4 photos","4","http://www.zillow.com/b/83-Henry-St-New-York-NY/40.71331,-73.99349_ll/","83 Henry St","83 Henry St APT 11, New York, NY Real Estate","83","Apartments For Rent","","","83 Henry St, New York, NY","83","2 matching units","2","","","2 Bedrooms $2,525+ 1.0 ba -- sqft","2525","11"
"http://www.zillow.com/b/95-Orchard-St-New-York-NY/40.7185,-73.9903_ll/","1 photo","","1","","1 photo","1","http://www.zillow.com/b/95-Orchard-St-New-York-NY/40.7185,-73.9903_ll/","95 Orchard St","95 Orchard St APT 16, New York, NY Real Estate","95","Apartments For Rent","","","95 Orchard St, New York, NY","95","5 matching units","5","","","Studios $2,095+ 1.0 ba -- sqft; 1 Bedrooms $2,295 1.0 ba -- sqft","2095; 2295","11"
"http://www.zillow.com/homedetails/88-Greenwich-St-APT-529-New-York-NY-10006/89331308_zpid/","4 photos","","4","","4 photos","4","http://www.zillow.com/homedetails/88-Greenwich-St-APT-529-New-York-NY-10006/89331308_zpid/","88 Greenwich St APT 529, New York, NY10006","88 Greenwich St APT 529, New York, NY Real Estate","88; 529","Apartment For Rent","$2,700/mo","2700","Studio • 1 ba • 618 sqft • Built 1956","1; 618; 1956","","","","","","","11"
"http://www.zillow.com/homedetails/37-Allen-St-APT-4C-New-York-NY-10002/2103890312_zpid/","6 photos","","6","","6 photos","6","http://www.zillow.com/homedetails/37-Allen-St-APT-4C-New-York-NY-10002/2103890312_zpid/","37 Allen St APT 4C, New York, NY10002","37 Allen St APT 4C, New York, NY Real Estate","37; 4","Apartment For Rent","$2,195/mo","2195","2 bds • 1 ba","2; 1","","","","","","","11"
"http://www.zillow.com/homedetails/35-Market-St-B-New-York-NY-10002/2101051917_zpid/","10 photos","","10","","10 photos","10","http://www.zillow.com/homedetails/35-Market-St-B-New-York-NY-10002/2101051917_zpid/","35 Market St # B, New York, NY10002","35 Market St # B, New York, NY Real Estate","35","Apartment For Rent","$1,950/mo","1950","1 bd • 1 ba","1; 1","","","","","","","11"
"http://www.zillow.com/b/101-Avenue-D-New-York-NY/40.72348,-73.97658_ll/","5 photos","","5","","5 photos","5","http://www.zillow.com/b/101-Avenue-D-New-York-NY/40.72348,-73.97658_ll/","101 Avenue D","101 Avenue D APT 6J, New York, NY Real Estate","101","Apartments For Rent","","","101 Avenue D, New York, NY","101","2 matching units","2","","","Studios $2,625+ 1.0 ba -- sqft","2625","11"
"http://www.zillow.com/b/190-Orchard-St-New-York-NY/40.72206,-73.98794_ll/","8 photos","","8","","8 photos","8","http://www.zillow.com/b/190-Orchard-St-New-York-NY/40.72206,-73.98794_ll/","190 Orchard St","190 Orchard St APT 3C, New York, NY Real Estate","190","Apartments For Rent","","","190 Orchard St, New York, NY","190","2 matching units","2","","","1 Bedrooms $2,300+ -- ba -- sqft","2300","11"
"http://www.zillow.com/homedetails/535-E-6th-St-APT-2-New-York-NY-10009/2113444873_zpid/","4 photos","","4","","4 photos","4","http://www.zillow.com/homedetails/535-E-6th-St-APT-2-New-York-NY-10009/2113444873_zpid/","535 E 6th St APT 2, New York, NY10009","535 E 6th St APT 2, New York, NY Real Estate","535; 6; 2","Apartment For Rent","$2,600/mo","2600","1 bd • 1 ba • 750 sqft","1; 1; 750","","","","","","","11"
"http://www.zillow.com/homedetails/533-E-5th-St-APT-5-New-York-NY-10009/2118107156_zpid/","","","","","","","http://www.zillow.com/homedetails/533-E-5th-St-APT-5-New-York-NY-10009/2118107156_zpid/","533 E 5th St APT 5, New York, NY10009","533 E 5th St APT 5, New York, NY Real Estate","533; 5; 5","Apartment For Rent","$1,995/mo","1995","Studio • 1 ba • 600 sqft","1; 600","","","","","","","11"
"http://www.zillow.com/homedetails/504-Grand-St-APT-F44-New-York-NY-10002/2101078792_zpid/","6 photos","","6","","6 photos","6","http://www.zillow.com/homedetails/504-Grand-St-APT-F44-New-York-NY-10002/2101078792_zpid/","504 Grand St APT F44, New York, NY10002","504 Grand St APT F44, New York, NY Real Estate","504","Apartment For Rent","$3,000/mo","3000","1 bd • 1 ba","1; 1","","","","","","","11"
"http://www.zillow.com/homedetails/40-Clinton-St-APT-3B-New-York-NY-10002/2105499182_zpid/","","","","","","","http://www.zillow.com/homedetails/40-Clinton-St-APT-3B-New-York-NY-10002/2105499182_zpid/","40 Clinton St APT 3B, New York, NY10002","40 Clinton St APT 3B, New York, NY Real Estate","40; 3","Apartment For Rent","$2,695/mo","2695","2 bds • 1 ba","2; 1","","","","","","","11"
"http://www.zillow.com/homedetails/8-Spring-St-APT-5RE-New-York-NY-10012/2116964001_zpid/","9 photos","","9","","9 photos","9","http://www.zillow.com/homedetails/8-Spring-St-APT-5RE-New-York-NY-10012/2116964001_zpid/","8 Spring St APT 5RE, New York, NY10012","8 Spring St APT 5RE, New York, NY Real Estate","8; 5","Apartment For Rent","$2,750/mo","2750","1 bd • 1 ba","1; 1","","","","","","","11"
"http://www.zillow.com/b/307-E-6th-St-New-York-NY/40.72733,-73.98782_ll/","7 photos","","7","","7 photos","7","http://www.zillow.com/b/307-E-6th-St-New-York-NY/40.72733,-73.98782_ll/","307 E 6th St","307 E 6th St # G1, New York, NY Real Estate","307; 6","Apartments For Rent","","","307 E 6th St, New York, NY","307; 6","3 matching units","3","","","2 Bedrooms $2,595+ 1.0 ba -- sqft","2595","11"
"http://www.zillow.com/homedetails/136-Allen-St-APT-11-New-York-NY-10002/2101081209_zpid/","4 photos","","4","","4 photos","4","http://www.zillow.com/homedetails/136-Allen-St-APT-11-New-York-NY-10002/2101081209_zpid/","136 Allen St APT 11, New York, NY10002","136 Allen St APT 11, New York, NY Real Estate","136; 11","Apartment For Rent","$2,100/mo","2100","1 bd • 1 ba","1; 1","","","","","","","11"
"http://www.zillow.com/homedetails/608-E-9th-St-APT-1-New-York-NY-10009/2101095612_zpid/","4 photos","","4","","4 photos","4","http://www.zillow.com/homedetails/608-E-9th-St-APT-1-New-York-NY-10009/2101095612_zpid/","608 E 9th St APT 1, New York, NY10009","608 E 9th St APT 1, New York, NY Real Estate","608; 9; 1","Apartment For Rent","$2,400/mo","2400","1 bd • 1 ba","1; 1","","","","","","","11"
"http://www.zillow.com/homedetails/333-Pearl-St-APT-5G-New-York-NY-10038/2101107863_zpid/","4 photos","","4","","4 photos","4","http://www.zillow.com/homedetails/333-Pearl-St-APT-5G-New-York-NY-10038/2101107863_zpid/","333 Pearl St APT 5G, New York, NY10038","333 Pearl St APT 5G, New York, NY Real Estate","333; 5","Apartment For Rent","$2,395/mo","2395","1 bd • 1 ba","1; 1","","","","","","","11"
"http://www.zillow.com/b/700-E-9th-St-New-York-NY/40.72519,-73.97785_ll/","6 photos","","6","","6 photos","6","http://www.zillow.com/b/700-E-9th-St-New-York-NY/40.72519,-73.97785_ll/","700 E 9th St","700 E 9th St APT 10, New York, NY Real Estate","700; 9","Apartments For Rent","","","700 E 9th St, New York, NY","700; 9","2 matching units","2","","","1 Bedrooms $2,495 1.0 ba 550 sqft; 2 Bedrooms $2,695 1.0 ba 600 sqft","2495; 2695","12"
"http://www.zillow.com/homedetails/199-Bowery-APT-7E-New-York-NY-10002/69524063_zpid/","4 photos","","4","","4 photos","4","http://www.zillow.com/homedetails/199-Bowery-APT-7E-New-York-NY-10002/69524063_zpid/","199 Bowery APT 7E, New York, NY10002","199 Bowery APT 7E, New York, NY Real Estate","199; 7","Apartment For Rent","$2,595/mo","2595","Studio • 1 ba • 438 sqft","1; 438","","","","","","","12"
"http://www.zillow.com/homedetails/122-Norfolk-St-APT-19-New-York-NY-10002/2112389374_zpid/","6 photos","","6","","6 photos","6","http://www.zillow.com/homedetails/122-Norfolk-St-APT-19-New-York-NY-10002/2112389374_zpid/","122 Norfolk St APT 19, New York, NY10002","122 Norfolk St APT 19, New York, NY Real Estate","122; 19","Apartment For Rent","$3,000/mo","3000","2 bds • 1 ba","2; 1","","","","","","","12"
"http://www.zillow.com/b/632-E-11th-St-New-York-NY/40.72667,-73.97819_ll/","5 photos","","5","","5 photos","5","http://www.zillow.com/b/632-E-11th-St-New-York-NY/40.72667,-73.97819_ll/","632 E 11th St","632 E 11th St APT 12, New York, NY Real Estate","632; 11","Apartments For Rent","","","632 E 11th St, New York, NY","632; 11","2 matching units","2","","","2 Bedrooms $2,395+ 1.0 ba -- sqft","2395","12"
"http://www.zillow.com/homedetails/170-Allen-St-APT-3A-New-York-NY-10002/2101126197_zpid/","7 photos","","7","","7 photos","7","http://www.zillow.com/homedetails/170-Allen-St-APT-3A-New-York-NY-10002/2101126197_zpid/","170 Allen St APT 3A, New York, NY10002","170 Allen St APT 3A, New York, NY Real Estate","170; 3","Apartment For Rent","$2,400/mo","2400","1 bd • 1 ba","1; 1","","","","","","","12"
"http://www.zillow.com/homedetails/510-E-5th-St-APT-A-New-York-NY-10009/2111619761_zpid/","5 photos","","5","","5 photos","5","http://www.zillow.com/homedetails/510-E-5th-St-APT-A-New-York-NY-10009/2111619761_zpid/","510 E 5th St APT A, New York, NY10009","510 E 5th St APT A, New York, NY Real Estate","510; 5","Apartment For Rent","$1,995/mo","1995","Studio • 1 ba","1","","","","","","","12"
"http://www.zillow.com/homedetails/323-E-8th-St-APT-6D-New-York-NY-10009/72511553_zpid/","7 photos","","7","","7 photos","7","http://www.zillow.com/homedetails/323-E-8th-St-APT-6D-New-York-NY-10009/72511553_zpid/","323 E 8th St APT 6D, New York, NY10009","323 E 8th St APT 6D, New York, NY Real Estate","323; 8; 6","Apartment For Rent","$2,250/mo","2250","1 bd • 1 ba","1; 1","","","","","","","12"
"http://www.zillow.com/homedetails/52-Saint-Marks-Pl-1BR-New-York-NY-10003/2105972465_zpid/","","","","","","","http://www.zillow.com/homedetails/52-Saint-Marks-Pl-1BR-New-York-NY-10003/2105972465_zpid/","52 Saint Marks Pl # 1BR, New York, NY10003","52 Saint Marks Pl # 1BR, New York, NY Real Estate","52; 1","Apartment For Rent","$2,350/mo","2350","1 bd • 1 ba • 500 sqft","1; 1; 500","","","","","","","12"
"http://www.zillow.com/homedetails/172-Mulberry-St-APT-19-New-York-NY-10013/2109626816_zpid/","5 photos","","5","","5 photos","5","http://www.zillow.com/homedetails/172-Mulberry-St-APT-19-New-York-NY-10013/2109626816_zpid/","172 Mulberry St APT 19, New York, NY10013","172 Mulberry St APT 19, New York, NY Real Estate","172; 19","Apartment For Rent","$2,995/mo","2995","1 bd • 1 ba • Built 1900","1; 1; 1900","","","","","","","12"
"http://www.zillow.com/b/123-Ludlow-St-New-York-NY/40.71977,-73.98878_ll/","3 photos","","3","","3 photos","3","http://www.zillow.com/b/123-Ludlow-St-New-York-NY/40.71977,-73.98878_ll/","123 Ludlow St","123 Ludlow St APT 27, New York, NY Real Estate","123","Apartments For Rent","","","123 Ludlow St, New York, NY","123","2 matching units","2","","","Studios $2,195 1.0 ba -- sqft; 2 Bedrooms $2,995 1.0 ba -- sqft","2195; 2995","12"
"http://www.zillow.com/homedetails/628-E-11th-St-APT-5A-New-York-NY-10009/2101163039_zpid/","8 photos","","8","","8 photos","8","http://www.zillow.com/homedetails/628-E-11th-St-APT-5A-New-York-NY-10009/2101163039_zpid/","628 E 11th St APT 5A, New York, NY10009","628 E 11th St APT 5A, New York, NY Real Estate","628; 11; 5","Apartment For Rent","$2,600/mo","2600","1 bd • 1 ba","1; 1","","","","","","","12"
"http://www.zillow.com/b/162-E-Broadway-New-York-NY/40.7142,-73.99041_ll/","5 photos","","5","","5 photos","5","http://www.zillow.com/b/162-E-Broadway-New-York-NY/40.7142,-73.99041_ll/","162 E Broadway","162 E Broadway APT 2B, New York, NY Real Estate","162","Apartments For Rent","","","162 E Broadway, New York, NY","162","2 matching units","2","","","1 Bedrooms $2,500+ 1.0 ba -- sqft","2500","12"
"http://www.zillow.com/homedetails/322-E-4th-St-4F-New-York-NY-10009/2101173060_zpid/","5 photos","","5","","5 photos","5","http://www.zillow.com/homedetails/322-E-4th-St-4F-New-York-NY-10009/2101173060_zpid/","322 E 4th St # 4F, New York, NY10009","322 E 4th St # 4F, New York, NY Real Estate","322; 4; 4","Apartment For Rent","$2,995/mo","2995","2 bds • 1 ba","2; 1","","","","","","","12"
"http://www.zillow.com/homedetails/142-1st-Ave-APT-4-New-York-NY-10009/2105479490_zpid/","9 photos","","9","","9 photos","9","http://www.zillow.com/homedetails/142-1st-Ave-APT-4-New-York-NY-10009/2105479490_zpid/","142 1st Ave APT 4, New York, NY10009","142 1st Ave APT 4, New York, NY Real Estate","142; 1; 4","Apartment For Rent","$3,000/mo","3000","1 bd • 1 ba","1; 1","","","","","","","12"
"http://www.zillow.com/b/23-Clinton-St-New-York-NY/40.72065,-73.98456_ll/","5 photos","","5","","5 photos","5","http://www.zillow.com/b/23-Clinton-St-New-York-NY/40.72065,-73.98456_ll/","23 Clinton St","23 Clinton St APT 5D, New York, NY Real Estate","23","Apartments For Rent","","","23 Clinton St, New York, NY","23","2 matching units","2","","","Studios $1,950 1.0 ba -- sqft; 1 Bedrooms $2,950 1.0 ba -- sqft","1950; 2950","12"
"http://www.zillow.com/homedetails/204-Spring-St-APT-5-New-York-NY-10012/2105757460_zpid/","4 photos","","4","","4 photos","4","http://www.zillow.com/homedetails/204-Spring-St-APT-5-New-York-NY-10012/2105757460_zpid/","204 Spring St APT 5, New York, NY10012","204 Spring St APT 5, New York, NY Real Estate","204; 5","Apartment For Rent","$2,695/mo","2695","1 bd • 1 ba • 500 sqft","1; 1; 500","","","","","","","12"
"http://www.zillow.com/homedetails/300-Albany-St-APT-6G-New-York-NY-10280/31491280_zpid/","7 photos","","7","","7 photos","7","http://www.zillow.com/homedetails/300-Albany-St-APT-6G-New-York-NY-10280/31491280_zpid/","300 Albany St APT 6G, New York, NY10280","300 Albany St APT 6G, New York, NY Real Estate","300; 6","Apartment For Rent","$2,950/mo","2950","1 bd • 1 ba • 550 sqft • 0.37 ac lot • Built 1986","1; 1; 550; 0.37; 1986","","","","","","","12"
"http://www.zillow.com/b/55-Clinton-St-New-York-NY/40.71969,-73.98505_ll/","5 photos","","5","","5 photos","5","http://www.zillow.com/b/55-Clinton-St-New-York-NY/40.71969,-73.98505_ll/","55 Clinton St","55 Clinton St APT C1, New York, NY Real Estate","55","Apartments For Rent","","","55 Clinton St, New York, NY","55","2 matching units","2","","","Studios $1,795 1.0 ba -- sqft; 1 Bedrooms $2,195 1.0 ba -- sqft","1795; 2195","12"
"http://www.zillow.com/homedetails/46-Allen-St-APT-4B-New-York-NY-10002/2107282819_zpid/","5 photos","","5","","5 photos","5","http://www.zillow.com/homedetails/46-Allen-St-APT-4B-New-York-NY-10002/2107282819_zpid/","46 Allen St APT 4B, New York, NY10002","46 Allen St APT 4B, New York, NY Real Estate","46; 4","Apartment For Rent","$2,195/mo","2195","1 bd • 1 ba","1; 1","","","","","","","12"
"http://www.zillow.com/homedetails/56-Henry-St-APT-1F-New-York-NY-10002/2101203932_zpid/","4 photos","","4","","4 photos","4","http://www.zillow.com/homedetails/56-Henry-St-APT-1F-New-York-NY-10002/2101203932_zpid/","56 Henry St APT 1F, New York, NY10002","56 Henry St APT 1F, New York, NY Real Estate","56; 1","Apartment For Rent","$3,000/mo","3000","Studio • 1 ba","1","","","","","","","12"
"http://www.zillow.com/homedetails/11-Maiden-Ln-APT-6C-New-York-NY-10038/2117110387_zpid/","10 photos","","10","","10 photos","10","http://www.zillow.com/homedetails/11-Maiden-Ln-APT-6C-New-York-NY-10038/2117110387_zpid/","11 Maiden Ln APT 6C, New York, NY10038","11 Maiden Ln APT 6C, New York, NY Real Estate","11; 6","Apartment For Rent","$2,995/mo","2995","2 bds • 1 ba • 550 sqft","2; 1; 550","","","","","","","12"
"http://www.zillow.com/homedetails/242-E-3rd-St-APT-11-New-York-NY-10009/2111215727_zpid/","4 photos","","4","","4 photos","4","http://www.zillow.com/homedetails/242-E-3rd-St-APT-11-New-York-NY-10009/2111215727_zpid/","242 E 3rd St APT 11, New York, NY10009","242 E 3rd St APT 11, New York, NY Real Estate","242; 3; 11","Apartment For Rent","$2,750/mo","2750","2 bds • 1 ba","2; 1","","","","","","","12"
"http://www.zillow.com/homedetails/111-Fulton-St-APT-802-New-York-NY-10038/97535839_zpid/","11 photos","","11","","11 photos","11","http://www.zillow.com/homedetails/111-Fulton-St-APT-802-New-York-NY-10038/97535839_zpid/","111 Fulton St APT 802, New York, NY10038","111 Fulton St APT 802, New York, NY Real Estate","111; 802","Apartment For Rent","$3,000/mo","3000","Studio • 1 ba • 488 sqft • Built 2008","1; 488; 2008","","","","","","","12"
"http://www.zillow.com/homedetails/202-Rivington-St-APT-1B-New-York-NY-10002/2111758159_zpid/","3 photos","","3","","3 photos","3","http://www.zillow.com/homedetails/202-Rivington-St-APT-1B-New-York-NY-10002/2111758159_zpid/","202 Rivington St APT 1B, New York, NY10002","202 Rivington St APT 1B, New York, NY Real Estate","202; 1","Apartment For Rent","$1,850/mo","1850","1 bd • 1 ba • 500 sqft","1; 1; 500","","","","","","","12"
"http://www.zillow.com/homedetails/129-Mulberry-St-APT-3B-New-York-NY-10013/2101248011_zpid/","4 photos","","4","","4 photos","4","http://www.zillow.com/homedetails/129-Mulberry-St-APT-3B-New-York-NY-10013/2101248011_zpid/","129 Mulberry St APT 3B, New York, NY10013","129 Mulberry St APT 3B, New York, NY Real Estate","129; 3","Apartment For Rent","$2,050/mo","2050","Studio • 1 ba • 380 sqft","1; 380","","","","","","","12"
"http://www.zillow.com/homedetails/80-John-St-APT-14C-New-York-NY-10038/79978534_zpid/","4 photos","","4","","4 photos","4","http://www.zillow.com/homedetails/80-John-St-APT-14C-New-York-NY-10038/79978534_zpid/","80 John St APT 14C, New York, NY10038","80 John St APT 14C, New York, NY Real Estate","80; 14","Apartment For Rent","$2,800/mo","2800","Studio • 1 ba • 687 sqft • 0.26 ac lot • Built 1927","1; 687; 0.26; 1927","","","","","","","13"
"http://www.zillow.com/homedetails/558-Broome-St-APT-5-New-York-NY-10013/2125030412_zpid/","4 photos","","4","","4 photos","4","http://www.zillow.com/homedetails/558-Broome-St-APT-5-New-York-NY-10013/2125030412_zpid/","558 Broome St APT 5, New York, NY10013","558 Broome St APT 5, New York, NY Real Estate","558; 5","Apartment For Rent","$2,500/mo","2500","1 bd • 1 ba","1; 1","","","","","","","13"
"http://www.zillow.com/homedetails/283-E-7th-St-APT-4A-New-York-NY-10009/2105241864_zpid/","","","","","","","http://www.zillow.com/homedetails/283-E-7th-St-APT-4A-New-York-NY-10009/2105241864_zpid/","283 E 7th St APT 4A, New York, NY10009","283 E 7th St APT 4A, New York, NY Real Estate","283; 7; 4","Apartment For Rent","$2,495/mo","2495","2 bds • 1 ba","2; 1","","","","","","","13"
"http://www.zillow.com/homedetails/250-S-End-Ave-APT-4C-New-York-NY-10280/31491138_zpid/","8 photos","","8","","8 photos","8","http://www.zillow.com/homedetails/250-S-End-Ave-APT-4C-New-York-NY-10280/31491138_zpid/","250 S End Ave APT 4C, New York, NY10280","250 S End Ave APT 4C, New York, NY Real Estate","250; 4","Apartment For Rent","$2,995/mo","2995","1 bd • 1 ba • 602 sqft • 0.29 ac lot • Built 1985","1; 1; 602; 0.29; 1985","","","","","","","13"
"http://www.zillow.com/homedetails/190-Norfolk-St-APT-2-New-York-NY-10002/2104058495_zpid/","3 photos","","3","","3 photos","3","http://www.zillow.com/homedetails/190-Norfolk-St-APT-2-New-York-NY-10002/2104058495_zpid/","190 Norfolk St APT 2, New York, NY10002","190 Norfolk St APT 2, New York, NY Real Estate","190; 2","Apartment For Rent","$2,600/mo","2600","1 bd • 1 ba","1; 1","","","","","","","13"
"http://www.zillow.com/homedetails/22-Mulberry-St-APT-4F-New-York-NY-10013/2101277266_zpid/","4 photos","","4","","4 photos","4","http://www.zillow.com/homedetails/22-Mulberry-St-APT-4F-New-York-NY-10013/2101277266_zpid/","22 Mulberry St APT 4F, New York, NY10013","22 Mulberry St APT 4F, New York, NY Real Estate","22; 4","Apartment For Rent","$2,350/mo","2350","1 bd • 1 ba • 550 sqft","1; 1; 550","","","","","","","13"
"http://www.zillow.com/homedetails/2-Coenties-Slip-4-New-York-NY-10004/2101307620_zpid/","9 photos","","9","","9 photos","9","http://www.zillow.com/homedetails/2-Coenties-Slip-4-New-York-NY-10004/2101307620_zpid/","2 Coenties Slip # 4, New York, NY10004","2 Coenties Slip # 4, New York, NY Real Estate","2; 4","Apartment For Rent","$2,850/mo","2850","1 bd • 1 ba • 800 sqft","1; 1; 800","","","","","","","13"
"http://www.zillow.com/homedetails/175-Ludlow-St-APT-13-New-York-NY-10002/2120685160_zpid/","3 photos","","3","","3 photos","3","http://www.zillow.com/homedetails/175-Ludlow-St-APT-13-New-York-NY-10002/2120685160_zpid/","175 Ludlow St APT 13, New York, NY10002","175 Ludlow St APT 13, New York, NY Real Estate","175; 13","Apartment For Rent","$2,300/mo","2300","Studio • 1 ba • 480 sqft","1; 480","","","","","","","13"
"http://www.zillow.com/homedetails/20-Thompson-St-APT-4B-New-York-NY-10013/2101320530_zpid/","7 photos","","7","","7 photos","7","http://www.zillow.com/homedetails/20-Thompson-St-APT-4B-New-York-NY-10013/2101320530_zpid/","20 Thompson St APT 4B, New York, NY10013","20 Thompson St APT 4B, New York, NY Real Estate","20; 4","Apartment For Rent","$2,550/mo","2550","Studio • 1 ba","1","","","","","","","13"
"http://www.zillow.com/homedetails/(Undisclosed-Address)-Brooklyn-NY-11206/2111179647_zpid/","7 photos","","7","","7 photos","7","http://www.zillow.com/homedetails/(Undisclosed-Address)-Brooklyn-NY-11206/2111179647_zpid/","(Undisclosed Address), Brooklyn, NY11206","(Undisclosed Address), Brooklyn, NY Real Estate","","Apartment For Rent","$2,600/mo","2600","2 bds • 1 ba","2; 1","","","","","","","13"
